,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
3188,2017,52.947,SP.DYN.LE00.IN,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
3189,2018,53.705,SP.DYN.LE00.IN,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
3190,2019,54.331,SP.DYN.LE00.IN,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
3191,2016,62.802,SP.DYN.LE00.IN,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
3192,2017,63.295,SP.DYN.LE00.IN,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
3193,2018,63.73,SP.DYN.LE00.IN,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
3194,2019,64.104,SP.DYN.LE00.IN,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
3195,2016,72.311,SP.DYN.LE00.IN,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
3196,2017,72.52,SP.DYN.LE00.IN,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
3197,2018,72.724,SP.DYN.LE00.IN,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
3198,2019,72.913,SP.DYN.LE00.IN,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
3199,2016,82.25853659,SP.DYN.LE00.IN,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
3200,2017,83.74634146,SP.DYN.LE00.IN,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
3201,2018,83.04146341,SP.DYN.LE00.IN,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
3202,2019,83.04146341,SP.DYN.LE00.IN,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
3203,2016,74.67073171,SP.DYN.LE00.IN,LTU,Lithuania,Europe & Central Asia,High income,Not classified
3204,2017,75.4804878,SP.DYN.LE00.IN,LTU,Lithuania,Europe & Central Asia,High income,Not classified
3205,2018,75.6804878,SP.DYN.LE00.IN,LTU,Lithuania,Europe & Central Asia,High income,Not classified
3206,2019,76.13414634,SP.DYN.LE00.IN,LTU,Lithuania,Europe & Central Asia,High income,Not classified
3207,2016,82.68536585,SP.DYN.LE00.IN,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
3208,2017,82.09512195,SP.DYN.LE00.IN,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
3209,2018,82.29512195,SP.DYN.LE00.IN,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
3210,2019,82.44634146,SP.DYN.LE00.IN,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
3211,2016,83.854,SP.DYN.LE00.IN,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
3212,2017,83.989,SP.DYN.LE00.IN,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
3213,2018,84.118,SP.DYN.LE00.IN,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
3214,2019,84.244,SP.DYN.LE00.IN,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
3215,2016,65.931,SP.DYN.LE00.IN,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
3216,2017,66.311,SP.DYN.LE00.IN,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
3217,2018,66.681,SP.DYN.LE00.IN,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
3218,2019,67.041,SP.DYN.LE00.IN,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
3219,2016,62.681,SP.DYN.LE00.IN,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
3220,2017,63.279,SP.DYN.LE00.IN,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
3221,2018,63.798,SP.DYN.LE00.IN,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
3222,2019,64.263,SP.DYN.LE00.IN,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
3223,2016,75.649,SP.DYN.LE00.IN,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
3224,2017,75.828,SP.DYN.LE00.IN,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
3225,2018,75.997,SP.DYN.LE00.IN,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
3226,2019,76.156,SP.DYN.LE00.IN,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
3227,2016,78.013,SP.DYN.LE00.IN,MDV,Maldives,South Asia,Upper middle income,IDA
3228,2017,78.325,SP.DYN.LE00.IN,MDV,Maldives,South Asia,Upper middle income,IDA
3229,2018,78.627,SP.DYN.LE00.IN,MDV,Maldives,South Asia,Upper middle income,IDA
3230,2019,78.921,SP.DYN.LE00.IN,MDV,Maldives,South Asia,Upper middle income,IDA
3231,2016,57.987,SP.DYN.LE00.IN,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
3232,2017,58.452,SP.DYN.LE00.IN,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
3233,2018,58.893,SP.DYN.LE00.IN,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
3234,2019,59.306,SP.DYN.LE00.IN,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
3235,2016,82.45365854,SP.DYN.LE00.IN,MLT,Malta,Middle East & North Africa,High income,Not classified
3236,2017,82.34634146,SP.DYN.LE00.IN,MLT,Malta,Middle East & North Africa,High income,Not classified
3237,2018,82.44878049,SP.DYN.LE00.IN,MLT,Malta,Middle East & North Africa,High income,Not classified
3238,2019,82.6,SP.DYN.LE00.IN,MLT,Malta,Middle East & North Africa,High income,Not classified
3239,2016,64.208,SP.DYN.LE00.IN,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
3240,2017,64.464,SP.DYN.LE00.IN,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
3241,2018,64.704,SP.DYN.LE00.IN,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
3242,2019,64.925,SP.DYN.LE00.IN,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
3243,2016,74.39487805,SP.DYN.LE00.IN,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
3244,2017,74.51463415,SP.DYN.LE00.IN,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
3245,2018,74.41634146,SP.DYN.LE00.IN,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
3246,2019,74.23585366,SP.DYN.LE00.IN,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
3247,2016,74.917,SP.DYN.LE00.IN,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
3248,2017,74.947,SP.DYN.LE00.IN,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
3249,2018,74.992,SP.DYN.LE00.IN,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
3250,2019,75.054,SP.DYN.LE00.IN,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
3251,2016,67.471,SP.DYN.LE00.IN,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
3252,2017,67.618,SP.DYN.LE00.IN,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
3253,2018,67.755,SP.DYN.LE00.IN,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
3254,2019,67.883,SP.DYN.LE00.IN,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
3255,2016,71.617,SP.DYN.LE00.IN,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
3256,2017,71.717,SP.DYN.LE00.IN,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
3257,2018,71.808,SP.DYN.LE00.IN,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
3258,2019,71.901,SP.DYN.LE00.IN,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
3259,2016,69.321,SP.DYN.LE00.IN,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
3260,2017,69.509,SP.DYN.LE00.IN,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
3261,2018,69.689,SP.DYN.LE00.IN,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
3262,2019,69.87,SP.DYN.LE00.IN,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
3263,2016,76.568,SP.DYN.LE00.IN,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
3264,2017,76.667,SP.DYN.LE00.IN,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
3265,2018,76.77,SP.DYN.LE00.IN,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
3266,2019,76.884,SP.DYN.LE00.IN,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
3267,2016,75.974,SP.DYN.LE00.IN,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
3268,2017,76.218,SP.DYN.LE00.IN,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
3269,2018,76.453,SP.DYN.LE00.IN,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
3270,2019,76.68,SP.DYN.LE00.IN,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
3271,2016,58.309,SP.DYN.LE00.IN,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
3272,2017,59.309,SP.DYN.LE00.IN,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
3273,2018,60.163,SP.DYN.LE00.IN,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
3274,2019,60.854,SP.DYN.LE00.IN,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
3275,2016,66.205,SP.DYN.LE00.IN,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
3276,2017,66.558,SP.DYN.LE00.IN,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
3277,2018,66.867,SP.DYN.LE00.IN,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
3278,2019,67.134,SP.DYN.LE00.IN,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
3279,2016,62.625,SP.DYN.LE00.IN,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
3280,2017,63.021,SP.DYN.LE00.IN,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
3281,2018,63.373,SP.DYN.LE00.IN,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
3282,2019,63.708,SP.DYN.LE00.IN,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
3283,2016,69.848,SP.DYN.LE00.IN,NPL,Nepal,South Asia,Lower middle income,IDA
3284,2017,70.169,SP.DYN.LE00.IN,NPL,Nepal,South Asia,Lower middle income,IDA
3285,2018,70.478,SP.DYN.LE00.IN,NPL,Nepal,South Asia,Lower middle income,IDA
3286,2019,70.778,SP.DYN.LE00.IN,NPL,Nepal,South Asia,Lower middle income,IDA
3287,2016,81.56097561,SP.DYN.LE00.IN,NLD,Netherlands,Europe & Central Asia,High income,Not classified
3288,2017,81.76097561,SP.DYN.LE00.IN,NLD,Netherlands,Europe & Central Asia,High income,Not classified
3289,2018,81.81219512,SP.DYN.LE00.IN,NLD,Netherlands,Europe & Central Asia,High income,Not classified
3290,2019,82.01219512,SP.DYN.LE00.IN,NLD,Netherlands,Europe & Central Asia,High income,Not classified
3291,2016,76.93170732,SP.DYN.LE00.IN,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
3292,2017,77.53902439,SP.DYN.LE00.IN,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
3293,2018,77.43414634,SP.DYN.LE00.IN,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
3294,2019,77.63414634,SP.DYN.LE00.IN,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
3295,2016,81.61243902,SP.DYN.LE00.IN,NZL,New Zealand,East Asia & Pacific,High income,Not classified
3296,2017,81.65853659,SP.DYN.LE00.IN,NZL,New Zealand,East Asia & Pacific,High income,Not classified
3297,2018,81.85853659,SP.DYN.LE00.IN,NZL,New Zealand,East Asia & Pacific,High income,Not classified
3298,2019,81.70731707,SP.DYN.LE00.IN,NZL,New Zealand,East Asia & Pacific,High income,Not classified
3299,2016,73.86,SP.DYN.LE00.IN,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
3300,2017,74.068,SP.DYN.LE00.IN,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
3301,2018,74.275,SP.DYN.LE00.IN,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
3302,2019,74.485,SP.DYN.LE00.IN,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
3303,2016,61.137,SP.DYN.LE00.IN,NER,Niger,Sub-Saharan Africa ,Low income,IDA
3304,2017,61.599,SP.DYN.LE00.IN,NER,Niger,Sub-Saharan Africa ,Low income,IDA
3305,2018,62.024,SP.DYN.LE00.IN,NER,Niger,Sub-Saharan Africa ,Low income,IDA
3306,2019,62.42,SP.DYN.LE00.IN,NER,Niger,Sub-Saharan Africa ,Low income,IDA
3307,2016,53.541,SP.DYN.LE00.IN,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
3308,2017,53.95,SP.DYN.LE00.IN,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
3309,2018,54.332,SP.DYN.LE00.IN,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
3310,2019,54.687,SP.DYN.LE00.IN,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
3311,2016,75.498,SP.DYN.LE00.IN,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
3312,2017,75.589,SP.DYN.LE00.IN,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
3313,2018,75.688,SP.DYN.LE00.IN,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
3314,2019,75.797,SP.DYN.LE00.IN,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
3315,2016,82.40731707,SP.DYN.LE00.IN,NOR,Norway,Europe & Central Asia,High income,Not classified
3316,2017,82.6097561,SP.DYN.LE00.IN,NOR,Norway,Europe & Central Asia,High income,Not classified
3317,2018,82.75853659,SP.DYN.LE00.IN,NOR,Norway,Europe & Central Asia,High income,Not classified
3318,2019,82.90731707,SP.DYN.LE00.IN,NOR,Norway,Europe & Central Asia,High income,Not classified
3319,2016,77.142,SP.DYN.LE00.IN,OMN,Oman,Middle East & North Africa,High income,Not classified
3320,2017,77.393,SP.DYN.LE00.IN,OMN,Oman,Middle East & North Africa,High income,Not classified
3321,2018,77.633,SP.DYN.LE00.IN,OMN,Oman,Middle East & North Africa,High income,Not classified
3322,2019,77.861,SP.DYN.LE00.IN,OMN,Oman,Middle East & North Africa,High income,Not classified
3323,2016,66.77,SP.DYN.LE00.IN,PAK,Pakistan,South Asia,Lower middle income,Blend
3324,2017,66.947,SP.DYN.LE00.IN,PAK,Pakistan,South Asia,Lower middle income,Blend
3325,2018,67.114,SP.DYN.LE00.IN,PAK,Pakistan,South Asia,Lower middle income,Blend
3326,2019,67.273,SP.DYN.LE00.IN,PAK,Pakistan,South Asia,Lower middle income,Blend
3327,2016,77.964,SP.DYN.LE00.IN,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
3328,2017,78.149,SP.DYN.LE00.IN,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
3329,2018,78.329,SP.DYN.LE00.IN,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
3330,2019,78.506,SP.DYN.LE00.IN,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
3331,2016,63.744,SP.DYN.LE00.IN,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
3332,2017,64.01,SP.DYN.LE00.IN,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
3333,2018,64.263,SP.DYN.LE00.IN,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
3334,2019,64.501,SP.DYN.LE00.IN,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
3335,2016,73.836,SP.DYN.LE00.IN,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
3336,2017,73.992,SP.DYN.LE00.IN,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
3337,2018,74.131,SP.DYN.LE00.IN,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
3338,2019,74.254,SP.DYN.LE00.IN,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
3339,2016,76.044,SP.DYN.LE00.IN,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
3340,2017,76.286,SP.DYN.LE00.IN,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
3341,2018,76.516,SP.DYN.LE00.IN,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
3342,2019,76.736,SP.DYN.LE00.IN,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
3343,2016,70.802,SP.DYN.LE00.IN,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
3344,2017,70.952,SP.DYN.LE00.IN,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
3345,2018,71.095,SP.DYN.LE00.IN,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
3346,2019,71.231,SP.DYN.LE00.IN,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
3347,2016,77.85121951,SP.DYN.LE00.IN,POL,Poland,Europe & Central Asia,High income,IBRD
3348,2017,77.75365854,SP.DYN.LE00.IN,POL,Poland,Europe & Central Asia,High income,IBRD
3349,2018,77.60243902,SP.DYN.LE00.IN,POL,Poland,Europe & Central Asia,High income,IBRD
3350,2019,77.85609756,SP.DYN.LE00.IN,POL,Poland,Europe & Central Asia,High income,IBRD
3351,2016,81.12439024,SP.DYN.LE00.IN,PRT,Portugal,Europe & Central Asia,High income,Not classified
3352,2017,81.42439024,SP.DYN.LE00.IN,PRT,Portugal,Europe & Central Asia,High income,Not classified
3353,2018,81.32439024,SP.DYN.LE00.IN,PRT,Portugal,Europe & Central Asia,High income,Not classified
3354,2019,80.68292683,SP.DYN.LE00.IN,PRT,Portugal,Europe & Central Asia,High income,Not classified
3355,2016,79.49497561,SP.DYN.LE00.IN,PRI,Puerto Rico,Latin America & Caribbean ,High income,Not classified
3356,2017,79.63453659,SP.DYN.LE00.IN,PRI,Puerto Rico,Latin America & Caribbean ,High income,Not classified
3357,2018,79.77819512,SP.DYN.LE00.IN,PRI,Puerto Rico,Latin America & Caribbean ,High income,Not classified
3358,2019,79.9285122,SP.DYN.LE00.IN,PRI,Puerto Rico,Latin America & Caribbean ,High income,Not classified
3359,2016,79.868,SP.DYN.LE00.IN,QAT,Qatar,Middle East & North Africa,High income,Not classified
3360,2017,79.981,SP.DYN.LE00.IN,QAT,Qatar,Middle East & North Africa,High income,Not classified
3361,2018,80.1,SP.DYN.LE00.IN,QAT,Qatar,Middle East & North Africa,High income,Not classified
3362,2019,80.227,SP.DYN.LE00.IN,QAT,Qatar,Middle East & North Africa,High income,Not classified
3363,2016,75.2097561,SP.DYN.LE00.IN,ROU,Romania,Europe & Central Asia,Upper middle income,IBRD
3364,2017,75.3097561,SP.DYN.LE00.IN,ROU,Romania,Europe & Central Asia,Upper middle income,IBRD
3365,2018,75.35853659,SP.DYN.LE00.IN,ROU,Romania,Europe & Central Asia,Upper middle income,IBRD
3366,2019,75.45853659,SP.DYN.LE00.IN,ROU,Romania,Europe & Central Asia,Upper middle income,IBRD
3367,2016,71.65121951,SP.DYN.LE00.IN,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
3368,2017,72.45146341,SP.DYN.LE00.IN,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
3369,2018,72.66219512,SP.DYN.LE00.IN,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
3370,2019,73.08390244,SP.DYN.LE00.IN,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
3371,2016,67.93,SP.DYN.LE00.IN,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
3372,2017,68.341,SP.DYN.LE00.IN,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
3373,2018,68.7,SP.DYN.LE00.IN,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
3374,2019,69.024,SP.DYN.LE00.IN,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
3375,2016,72.895,SP.DYN.LE00.IN,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
3376,2017,73.046,SP.DYN.LE00.IN,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
3377,2018,73.187,SP.DYN.LE00.IN,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
3378,2019,73.321,SP.DYN.LE00.IN,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
3379,2016,69.67,SP.DYN.LE00.IN,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
3380,2017,69.933,SP.DYN.LE00.IN,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
3381,2018,70.17,SP.DYN.LE00.IN,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
3382,2019,70.385,SP.DYN.LE00.IN,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
3383,2016,74.761,SP.DYN.LE00.IN,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
3384,2017,74.874,SP.DYN.LE00.IN,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
3385,2018,74.998,SP.DYN.LE00.IN,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
3386,2019,75.133,SP.DYN.LE00.IN,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
3387,2016,67.078,SP.DYN.LE00.IN,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
3388,2017,67.38,SP.DYN.LE00.IN,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
3389,2018,67.665,SP.DYN.LE00.IN,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
3390,2019,67.941,SP.DYN.LE00.IN,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
3391,2016,75.68780488,SP.DYN.LE00.IN,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
3392,2017,75.53902439,SP.DYN.LE00.IN,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
3393,2018,75.8902439,SP.DYN.LE00.IN,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
3394,2019,75.68536585,SP.DYN.LE00.IN,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
3395,2016,74.3097561,SP.DYN.LE00.IN,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
3396,2017,74.3,SP.DYN.LE00.IN,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
3397,2018,72.84146341,SP.DYN.LE00.IN,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
3398,2019,73.94390244,SP.DYN.LE00.IN,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
3399,2016,53.444,SP.DYN.LE00.IN,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
3400,2017,53.895,SP.DYN.LE00.IN,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
3401,2018,54.309,SP.DYN.LE00.IN,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
3402,2019,54.696,SP.DYN.LE00.IN,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
3403,2016,82.84634146,SP.DYN.LE00.IN,SGP,Singapore,East Asia & Pacific,High income,Not classified
3404,2017,83.09512195,SP.DYN.LE00.IN,SGP,Singapore,East Asia & Pacific,High income,Not classified
3405,2018,83.29756098,SP.DYN.LE00.IN,SGP,Singapore,East Asia & Pacific,High income,Not classified
3406,2019,83.49756098,SP.DYN.LE00.IN,SGP,Singapore,East Asia & Pacific,High income,Not classified
3407,2016,78.29268293,SP.DYN.LE00.IN,SXM,Sint Maarten (Dutch part),Latin America & Caribbean ,High income,Not classified
3408,2016,77.16585366,SP.DYN.LE00.IN,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
3409,2017,77.16585366,SP.DYN.LE00.IN,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
3410,2018,77.26585366,SP.DYN.LE00.IN,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
3411,2019,77.47073171,SP.DYN.LE00.IN,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
3412,2016,81.17560976,SP.DYN.LE00.IN,SVN,Slovenia,Europe & Central Asia,High income,Not classified
3413,2017,81.02926829,SP.DYN.LE00.IN,SVN,Slovenia,Europe & Central Asia,High income,Not classified
3414,2018,81.37804878,SP.DYN.LE00.IN,SVN,Slovenia,Europe & Central Asia,High income,Not classified
3415,2019,81.2804878,SP.DYN.LE00.IN,SVN,Slovenia,Europe & Central Asia,High income,Not classified
3416,2016,72.424,SP.DYN.LE00.IN,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
3417,2017,72.645,SP.DYN.LE00.IN,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
3418,2018,72.835,SP.DYN.LE00.IN,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
3419,2019,72.996,SP.DYN.LE00.IN,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
3420,2016,56.324,SP.DYN.LE00.IN,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
3421,2017,56.709,SP.DYN.LE00.IN,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
3422,2018,57.068,SP.DYN.LE00.IN,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
3423,2019,57.397,SP.DYN.LE00.IN,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
3424,2016,63.153,SP.DYN.LE00.IN,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
3425,2017,63.538,SP.DYN.LE00.IN,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
3426,2018,63.857,SP.DYN.LE00.IN,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
3427,2019,64.131,SP.DYN.LE00.IN,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
3428,2016,57.12,SP.DYN.LE00.IN,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
3429,2017,57.365,SP.DYN.LE00.IN,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
3430,2018,57.604,SP.DYN.LE00.IN,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
3431,2019,57.846,SP.DYN.LE00.IN,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
3432,2016,83.32926829,SP.DYN.LE00.IN,ESP,Spain,Europe & Central Asia,High income,Not classified
3433,2017,83.28292683,SP.DYN.LE00.IN,ESP,Spain,Europe & Central Asia,High income,Not classified
3434,2018,83.43170732,SP.DYN.LE00.IN,ESP,Spain,Europe & Central Asia,High income,Not classified
3435,2019,83.48536585,SP.DYN.LE00.IN,ESP,Spain,Europe & Central Asia,High income,Not classified
3436,2016,76.482,SP.DYN.LE00.IN,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
3437,2017,76.648,SP.DYN.LE00.IN,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
3438,2018,76.812,SP.DYN.LE00.IN,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
3439,2019,76.978,SP.DYN.LE00.IN,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
